Kategori,Tempat,Rating Tempat,Total Ulasan,Nama Reviewer,Bintang,Tanggal,Ulasan,teks_cleaned,teks_normalized,teks_final,topik,sentimen,sentimen_score
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Rosy Richie,1,2026-06-05T09:36:25.615Z,"Baru kali ini ada customer service bank yg ngga ramah banget, perempuan judes jutek. Dimana2 CS bank lain2 itu lemah lembut  sopan santun sama pelanggan ngga sinis gitu. Apalagi ini bank syariah lho masa ngga mencerminkan ramah kpd pelanggan. Omongannya judes mata sama gerak geriknya kelihatan bngt ngga ramah. Kalo aja ada CS yg lain pasti ogah milih disitu, sayangnya CS nya cuma 1 disebelah timur sendirian nggak cuma sekali 2x lho, udah bolak balik ke situ tetep aja mbaknya ngga ramah.  Sangat disayangkan pelayanannya, untung pak satpamnya ramah pool lho, eman bngt pak satpamnya ramah tp partner kerja CSO nya kyk gitu. Ganti aja deh CSO nya, pindah ke cabang yg lain sono",baru kali ini ada customer service bank yg ngga ramah banget perempuan judes jutek dimana2 cs bank lain2 itu lemah lembut sopan santun sama pelanggan ngga sinis gitu apalagi ini bank syariah lho masa ngga mencerminkan ramah kpd pelanggan omongannya judes mata sama gerak geriknya kelihatan bngt ngga ramah kalo aja ada cs yg lain pasti ogah milih disitu sayangnya cs nya cuma disebelah timur sendirian nggak cuma sekali 2x lho udah bolak balik ke situ tetep aja mbaknya ngga ramah sangat disayangkan pelayanannya untung pak satpamnya ramah pool lho eman bngt pak satpamnya ramah tp partner kerja cso nya kyk gitu ganti aja deh cso nya pindah ke cabang yg lain sono,baru kali ini ada customer service bank yang tidak ramah banget perempuan judes jutek dimana2 cs bank lain2 itu lemah lembut sopan santun sama pelanggan tidak sinis gitu apalagi ini bank syariah lho masa tidak mencerminkan ramah kpd pelanggan omongannya judes mata sama gerak geriknya kelihatan banget tidak ramah kalo aja ada cs yang lain pasti ogah milih disitu sayangnya cs nya cuma disebelah timur sendirian tidak cuma sekali 2x lho udah bolak balik ke situ tetep aja mbaknya tidak ramah sangat disayangkan pelayanannya untung pak satpamnya ramah pool lho eman banget pak satpamnya ramah tapi partner kerja cso nya kyk gitu ganti aja deh cso nya pindah ke cabang yang lain sono,kali customer service bank ramah banget perempuan judes jutek dimana2 cs bank lain2 lemah lembut sopan santun sama pelanggan sinis gitu apalagi bank syariah lho masa mencerminkan ramah kpd pelanggan omongannya judes mata sama gerak geriknya kelihatan banget ramah kalo aja cs lain pasti ogah milih disitu sayangnya cs cuma disebelah timur sendirian cuma 2x lho udah bolak balik situ tetep aja mbaknya ramah disayangkan pelayanannya untung pak satpamnya ramah pool lho eman banget pak satpamnya ramah partner kerja cso kyk gitu ganti aja cso pindah cabang lain sono,Pelayanan,Negatif,0.925
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Muhammad Imam Wahyudin (Imam),5,2026-05-26T15:18:00.381Z,Pelayanan bagus terutama satpam singgap dan membantu nasabah tanpa dimintak.,pelayanan bagus terutama satpam singgap dan membantu nasabah tanpa dimintak,pelayanan bagus terutama satpam singgap dan membantu nasabah tanpa dimintak,pelayanan bagus terutama satpam singgap membantu nasabah tanpa dimintak,Pelayanan,Negatif,0.9949
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Nesaiman,5,2026-05-03T15:13:34.575Z,pelayanan bagus👍👍,pelayanan bagus,pelayanan bagus,pelayanan bagus,Pelayanan,Negatif,0.9969
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Tsinta Nuriya,5,2026-05-03T13:19:25.895Z,"Pelayanannya sangat memuaskan, staff ramah, tempatnya juga bersih dan nyaman",pelayanannya sangat memuaskan staff ramah tempatnya juga bersih dan nyaman,pelayanannya sangat memuaskan staff ramah tempatnya juga bersih dan nyaman,pelayanannya memuaskan staff ramah tempatnya bersih nyaman,Pelayanan,Negatif,0.9969
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Rona Labiba,5,2026-05-03T10:18:21.069Z,"Pelayanan nya ramah serta memuaskan, tempatnya bersih dan juga nyaman",pelayanan nya ramah serta memuaskan tempatnya bersih dan juga nyaman,pelayanan nya ramah serta memuaskan tempatnya bersih dan juga nyaman,pelayanan ramah serta memuaskan tempatnya bersih nyaman,Pelayanan,Negatif,0.997
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Moh. Umar Al-Faruq,5,2026-05-03T08:59:09.583Z,"Pelayanan ramah, ruangan adem dan bersih.",pelayanan ramah ruangan adem dan bersih,pelayanan ramah ruangan adem dan bersih,pelayanan ramah ruangan adem bersih,Pelayanan,Negatif,0.9963
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Lisa Setiyawati,5,2026-05-03T06:21:57.231Z,"Tempatnya bersih,nyaman pelanyanannya juga sangat memuaskan👍",tempatnya bersih nyaman pelanyanannya juga sangat memuaskan,tempatnya bersih nyaman pelanyanannya juga sangat memuaskan,tempatnya bersih nyaman pelanyanannya memuaskan,Fasilitas,Negatif,0.9973
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Fazar Abid,5,2026-05-03T06:19:21.230Z,"ga rugi jadi nasabah disini... pelayanannya ramah, dibantu sampai selesai lagi. tempat juga bersih pegawainya murah senyum semua",ga rugi jadi nasabah disini pelayanannya ramah dibantu sampai selesai lagi tempat juga bersih pegawainya murah senyum semua,tidak rugi jadi nasabah disini pelayanannya ramah dibantu sampai selesai lagi tempat juga bersih pegawainya murah senyum semua,rugi jadi nasabah disini pelayanannya ramah dibantu sampai selesai tempat bersih pegawainya murah senyum semua,Pelayanan,Negatif,0.9621
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Setiawan Novaryanto,5,2026-05-03T04:52:25.020Z,Pelayanannya ramah,pelayanannya ramah,pelayanannya ramah,pelayanannya ramah,Pelayanan,Negatif,0.9968
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,efendi bris,5,2026-05-02T13:51:14.313Z,Tempat bersih dan nyaman..... Pegawai ramah,tempat bersih dan nyaman pegawai ramah,tempat bersih dan nyaman pegawai ramah,tempat bersih nyaman pegawai ramah,Pelayanan,Negatif,0.9958
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Al.muqoddam,5,2026-05-02T06:37:50.199Z,Pelayanan baguss.. ruangan bersih,pelayanan baguss ruangan bersih,pelayanan baguss ruangan bersih,pelayanan baguss ruangan bersih,Pelayanan,Negatif,0.996
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Quinzha Arvialetta,5,2026-05-02T03:58:11.435Z,Pelayanannya ramah... Bersih dan dingin ruangannya...,pelayanannya ramah bersih dan dingin ruangannya,pelayanannya ramah bersih dan dingin ruangannya,pelayanannya ramah bersih dingin ruangannya,Pelayanan,Negatif,0.9974
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,17- Rizky Azmi,5,2026-05-02T03:44:27.108Z,Banknya Bersih wangi .pelayanan ob nya ramah dan sopan,banknya bersih wangi pelayanan ob nya ramah dan sopan,banknya bersih wangi pelayanan ob nya ramah dan sopan,banknya bersih wangi pelayanan ob ramah sopan,Pelayanan,Negatif,0.9954
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Giovani Putra,5,2026-05-02T03:35:26.272Z,banknya bersih.pelayanan obnya ramah dan santun,banknya bersih pelayanan obnya ramah dan santun,banknya bersih pelayanan obnya ramah dan santun,banknya bersih pelayanan obnya ramah santun,Pelayanan,Negatif,0.9951
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Anita Fauziah,5,2026-05-02T03:00:00.644Z,Staf ramah,staf ramah,staf ramah,staf ramah,Pelayanan,Negatif,0.9954
Perbankan,Bsi Bank Syariah Indonesia,4.9,34,Moh Alim,5,2026-05-02T02:53:05.180Z,"Kantor bersih nyaman wangi, layanan ok",kantor bersih nyaman wangi layanan ok,kantor bersih nyaman wangi layanan oke,kantor bersih nyaman wangi layanan oke,Pelayanan,Negatif,0.9962
